GEO_CODE (POR),GEO_LEVEL,GEO_NAME,Population Count,Median Age,Population Density (pop/km2),Mean Weeks Worked,After Tax Measure Low Income Prevalence (%),After Tax Cut-Off Low Income Prevalence (%),Total Youth (0-25),Total Adult (26+),Total Adult Males,Total Adult Females
2468055,3,"Saint-Rémi, V",8060,39.4,102.9,43.7,11.9,11.9,2330,5720,2820,2895
2469005,3,"Havelock, CT",740,53.5,8.3,42.2,18.4,18.4,150,590,310,280
2469010,3,"Franklin, MÉ",1635,49.3,14.5,42.7,15.4,15.4,415,1220,615,600
2469017,3,"Saint-Chrysostome, MÉ",2645,44.6,26.3,41.9,18.8,18.8,780,1865,935,930
2469025,3,"Howick, MÉ",780,37.1,803.5,41.5,17.9,17.9,245,530,275,275
2469030,3,"Très-Saint-Sacrement, PE",1190,42.4,12.2,44,10.5,10.5,350,835,450,400
2469037,3,"Ormstown, MÉ",3595,49,25.2,43.8,17.9,17.9,930,2660,1300,1355
2469045,3,"Hinchinbrooke, MÉ",2105,53.4,14.1,43.9,20.7,20.7,445,1665,840,810
2469050,3,"Elgin, MÉ",395,52.4,5.7,41.5,20.5,20.5,85,300,155,155
2469055,3,"Huntingdon, V",2440,48.3,879.2,42.6,29.1,29.1,640,1795,830,970
2469060,3,"Godmanchester, CT",1390,48.4,10,44.1,15.9,15.9,340,1050,545,505
2469065,3,"Sainte-Barbe, MÉ",1325,51.5,33,43.3,10.6,10.6,280,1040,545,495
2469070,3,"Saint-Anicet, MÉ",2625,52.8,19.4,42,17.8,17.8,530,2105,1070,1015
2469075,3,"Dundee, CT",390,52,5.6,41.4,15.6,15.6,95,295,160,130
2469802,3,"Akwesasne, IRI",1205,29.8,48.4,39.9,0,0,540,655,300,355
2470005,3,"Saint-Urbain-Premier, MÉ",1265,39.9,23.7,45.4,12.3,12.3,375,895,450,440
2470012,3,"Sainte-Martine, MÉ",5460,39.1,86.4,43.7,9.6,9.6,1640,3825,1875,1960
2470022,3,"Beauharnois, V",12885,46.1,185.9,43.5,14.2,14.2,3375,9505,4630,4880
2470030,3,"Saint-Étienne-de-Beauharnois, MÉ",835,38.9,20.4,43.8,7.8,7.8,240,600,310,285
2470035,3,"Saint-Louis-de-Gonzague, PE",1480,40.2,18.6,44.1,7.5,7.5,450,1025,520,515
2470040,3,"Saint-Stanislas-de-Kostka, MÉ",1655,48.1,28.7,41.6,13.9,13.9,430,1230,625,610
2470052,3,"Salaberry-de-Valleyfield, V",40745,48.3,380.3,42.5,17.7,17.7,9955,30790,14650,16140
2471005,3,"Rivière-Beaudette, MÉ",2095,42.2,112.3,44.9,11.6,11.6,575,1520,805,710
2471015,3,"Saint-Télesphore, MÉ",760,40.9,12.6,42.6,17.8,17.8,225,550,290,245
2471020,3,"Saint-Polycarpe, MÉ",2225,37.7,31.8,43.5,11.2,11.2,690,1540,795,740
2471025,3,"Saint-Zotique, MÉ",7935,38.7,316.1,44,6.9,6.9,2415,5515,2755,2755
2471033,3,"Les Coteaux, MÉ",5370,37,461.4,43.6,9.2,9.2,1790,3580,1690,1885
2471040,3,"Coteau-du-Lac, V",7045,41.6,150.2,43.4,6.4,6.4,2205,4860,2345,2490
2471045,3,"Saint-Clet, MÉ",1780,39.4,45.2,43.7,11.4,11.4,555,1225,640,580
2471050,3,"Les Cèdres, MÉ",6775,39.5,87.2,44,6,6,2120,4665,2365,2285
2471055,3,"Pointe-des-Cascades, VL",1480,39.7,553.1,44.6,10.3,10.3,400,1095,550,530
2471060,3,"L'Île-Perrot, V",10760,41.7,1938.4,43.7,11.6,11.6,3095,7670,3690,3985
2471065,3,"Notre-Dame-de-l'Île-Perrot, V",10655,42.3,377.6,43.1,5,5,3530,7120,3535,3580
2471070,3,"Pincourt, V",14555,40.5,2048.1,44.1,6.3,6.3,4610,9940,4865,5095
2471075,3,"Terrasse-Vaudreuil, MÉ",1985,42.6,1865.8,43.6,7.6,7.6,585,1405,680,705
2471083,3,"Vaudreuil-Dorion, V",38115,38.6,524.1,44.4,7.3,7.3,12115,26005,12235,13760
2471090,3,"Vaudreuil-sur-le-Lac, VL",1340,44.1,962,44,4.1,4.1,410,935,465,455
2471095,3,"L'Île-Cadieux, V",125,57,212.3,45.2,x,x,20,110,55,55
2471100,3,"Hudson, V",5185,52.7,237.1,42.3,10.5,10.5,1245,3955,1820,2110
2471105,3,"Saint-Lazare, V",19890,40.9,297.8,43.5,5.4,5.4,6985,12905,6375,6535
2471110,3,"Sainte-Marthe, MÉ",1095,46.7,13.8,42.9,13,13,280,820,410,400
2471115,3,"Sainte-Justine-de-Newton, MÉ",925,46.4,10.9,42.4,15.8,15.8,235,690,385,320
2471125,3,"Très-Saint-Rédempteur, MÉ",900,41.8,34.5,44.5,8.9,8.9,245,650,345,310
2471133,3,"Rigaud, V",7775,46.3,78.4,42.6,11.7,11.7,2040,5730,2855,2885
2471140,3,"Pointe-Fortune, VL",580,47.9,70.2,41.7,13.8,13.8,140,440,225,200
2472005,3,"Saint-Eustache, V",44010,43.8,624.1,43.2,10.1,10.1,12305,31700,15010,16680
2472010,3,"Deux-Montagnes, V",17495,40.1,2873.8,44.1,10.2,10.2,5385,12115,5805,6310
2472015,3,"Sainte-Marthe-sur-le-Lac, V",18075,37.1,2066.7,44,6.1,6.1,5760,12310,6015,6295
2472020,3,"Pointe-Calumet, MÉ",6430,38.1,1391.3,43,13.1,13.1,1975,4460,2270,2175
2472025,3,"Saint-Joseph-du-Lac, MÉ",6690,39.3,161.8,43.8,6.8,6.8,2105,4595,2290,2290
2472032,3,"Oka, MÉ",3825,47.5,66.7,42.8,11.7,11.7,975,2835,1415,1425
2472043,3,"Saint-Placide, MÉ",1685,49.9,39.2,42,14,14,405,1280,685,600
2472802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2473005,3,"Boisbriand, V",26885,37.7,966.5,43,8.9,8.9,9445,17450,8515,8915
2473010,3,"Sainte-Thérèse, V",25990,47.1,2741.5,42.8,15.7,15.7,6280,19705,9145,10580
2473015,3,"Blainville, V",56865,39.8,1030.9,43.7,6,6,19745,37110,18005,19110
2473020,3,"Rosemère, V",13960,46.1,1287.6,42.3,5.6,5.6,4330,9630,4660,4970
2473025,3,"Lorraine, V",9350,43.7,1578.4,42.6,4.8,4.8,3090,6270,3055,3210
2473030,3,"Bois-des-Filion, V",9635,40.7,2193.3,43.8,9.4,9.4,2940,6700,3130,3560
2473035,3,"Sainte-Anne-des-Plaines, V",14420,38.6,154.1,43.6,10.1,10.1,4525,9905,5300,4605
2474005,3,"Mirabel, V",50515,35.8,104.1,43.6,8.3,8.3,17260,33255,16520,16735
2475005,3,"Saint-Colomban, V",16015,36.7,170.6,43.5,7.7,7.7,5360,10655,5495,5160
2475017,3,"Saint-Jérôme, V",74345,44.9,822.1,42.5,17.5,17.5,19625,54725,25930,28785
2475028,3,"Sainte-Sophie, MÉ",15690,37,140.8,43.1,11.5,11.5,4860,10830,5620,5210
2475040,3,"Prévost, V",13005,43.4,376,42.8,8.2,8.2,3795,9210,4530,4680
2475045,3,"Saint-Hippolyte, MÉ",9115,44.5,75.5,42.5,11.3,11.3,2305,6800,3560,3235
2476008,3,"Saint-André-d'Argenteuil, MÉ",3020,49.4,30.9,41.5,16.8,16.8,740,2275,1165,1125
2476020,3,"Lachute, V",12860,49.3,117,42.4,24.3,24.3,3110,9745,4565,5175
2476025,3,"Gore, CT",1900,52.6,20.5,41.5,15,15,360,1545,825,715
2476030,3,"Mille-Isles, MÉ",1565,46.6,26.2,40.8,14.5,14.5,380,1200,630,575
2476035,3,"Wentworth, CT",535,56.9,6.1,42.2,11.3,11.3,70,455,245,225
2476043,3,"Brownsburg-Chatham, V",7120,46.7,28.8,42.1,17.2,17.2,1825,5300,2645,2650
2476052,3,"Grenville-sur-la-Rouge, MÉ",2825,52.2,8.9,43.9,16.9,16.9,595,2220,1190,1050
2476055,3,"Grenville, VL",1710,42.8,597.2,42,23,23,500,1220,600,615
2476065,3,"Harrington, CT",850,60.7,3.6,40.3,19.6,19.6,80,755,390,380
2477011,3,"Estérel, V",195,61.7,15.6,35.3,x,x,25,170,90,75
2477012,3,"Sainte-Marguerite-du-Lac-Masson, V",2765,53.7,30,39.3,18.8,18.8,515,2245,1210,1045
2477022,3,"Sainte-Adèle, V",12920,52.2,106.8,40.9,17.4,17.4,2725,10190,4865,5335
2477030,3,"Piedmont, MÉ",2950,55.6,120.1,39.9,13.4,13.4,495,2460,1195,1265
2477035,3,"Sainte-Anne-des-Lacs, PE",3610,51.4,143.1,41.7,9.7,9.7,775,2835,1445,1390
2477043,3,"Saint-Sauveur, V",10230,56.8,213.5,41.4,14.2,14.2,1765,8470,3995,4475
2477050,3,"Morin-Heights, MÉ",4145,52.7,73.2,41.5,14.6,14.6,875,3270,1625,1655
2477055,3,"Lac-des-Seize-Îles, MÉ",170,60.3,19.2,35.2,x,x,25,165,75,75
2477060,3,"Wentworth-Nord, MÉ",1385,59.1,8.8,38.9,20.4,20.4,165,1220,655,575
2477065,3,"Saint-Adolphe-d'Howard, MÉ",3505,56,25.4,41.9,18.1,18.1,555,2945,1540,1410
2478005,3,"Val-Morin, MÉ",2870,51.5,72.8,41,16.4,16.4,615,2255,1120,1140
2478010,3,"Val-David, VL",4920,50.5,114.8,41.1,18,18,1105,3810,1820,1990
2478015,3,"Lantier, MÉ",830,53.4,17.2,37.4,22.2,22.2,155,675,350,325
2478020,3,"Sainte-Lucie-des-Laurentides, MÉ",1255,52,11.4,41.9,21.4,21.4,250,1.00E+03,540,480
2478032,3,"Sainte-Agathe-des-Monts, V",10220,52.3,78.6,41.7,22.2,22.2,2280,7945,3680,4275
2478042,3,"Ivry-sur-le-Lac, MÉ",385,57.1,13,42.9,16.9,16.9,70,325,165,150
2478047,3,"Saint-Faustin--Lac-Carré, MÉ",3500,43.2,28.8,41.7,13.3,13.3,905,2590,1300,1290
2478050,3,"Barkmere, V",60,59.5,3.2,41,x,x,5,40,25,30
2478055,3,"Montcalm, MÉ",630,57.9,5.2,40.6,17.9,17.9,90,545,280,255
2478060,3,"Arundel, CT",565,51.3,8.8,37.7,22.1,22.1,115,440,210,225
2478065,3,"Huberdeau, MÉ",870,50.8,15.2,38.1,20.2,20.2,190,670,320,360
2478070,3,"Amherst, CT",1485,56.2,6.4,41.1,20.9,20.9,245,1240,650,595
2478075,3,"Brébeuf, PE",980,49.6,26.9,40.2,14.4,14.4,215,765,380,395
2478095,3,"Lac-Supérieur, MÉ",1885,49.5,5.1,40,12.2,12.2,420,1460,790,675
2478100,3,"Val-des-Lacs, MÉ",745,53.9,5.9,40.4,21.6,21.6,130,610,325,290
2478102,3,"Mont-Tremblant, V",9650,50.3,41,40.1,15,15,2185,7440,3540,3925
2478115,3,"La Conception, MÉ",1335,50.6,10.4,40.9,13.5,13.5,285,1055,530,525
2478120,3,"Labelle, MÉ",2480,50.1,12.5,40.7,15.4,15.4,575,1910,935,975
2478127,3,"Lac-Tremblant-Nord, MÉ",40,61.2,2,43.5,x,x,0,40,15,15
2478130,3,"La Minerve, MÉ",1205,60.9,4.3,36.8,14.1,14.1,140,1065,570,500
2478802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2479005,3,"Notre-Dame-du-Laus, MÉ",1560,59.7,1.8,40.3,20.3,20.3,170,1380,735,660
2479010,3,"Notre-Dame-de-Pontmain, MÉ",780,59.1,3,41.9,17.4,17.4,110,665,335,320
2479015,3,"Lac-du-Cerf, MÉ",435,61.8,5.9,33,26.7,26.7,45,390,185,195
2479022,3,"Saint-Aimé-du-Lac-des-Îles, MÉ",790,52,4.8,38.7,15.4,15.4,185,605,325,275
2479025,3,"Kiamika, MÉ",760,53.9,2.2,38.2,14.7,14.7,135,620,320,295
2479030,3,"Nominingue, MÉ",2140,58.3,7,39.1,20.5,20.5,330,1810,920,880
2479037,3,"Rivière-Rouge, V",4320,55.7,9.5,39.8,20.9,20.9,790,3530,1790,1730
2479047,3,"La Macaza, MÉ",1150,55.6,7,39,20.1,20.1,140,1015,595,415
2479050,3,"L'Ascension, MÉ",790,57.7,2.3,37.3,26.6,26.6,115,680,345,330
2479060,3,"Lac-Saguay, VL",455,58.1,2.7,38,24.4,24.4,70,380,190,185
2479065,3,"Chute-Saint-Philippe, MÉ",940,56.2,3.1,40.9,20.2,20.2,175,770,395,370
2479078,3,"Lac-des-Écorces, MÉ",2735,48.4,18.9,42.2,21.3,21.3,680,2060,1030,1025
2479088,3,"Mont-Laurier, V",14115,47.7,23.9,41.8,21.4,21.4,3520,10605,5110,5475
2479097,3,"Ferme-Neuve, MÉ",2710,50.7,3.4,41.3,20.2,20.2,615,2100,1055,1035
2479105,3,"Lac-Saint-Paul, MÉ",480,57.3,2.8,37.8,21.9,21.9,65,420,230,200
2479110,3,"Mont-Saint-Michel, MÉ",500,53.4,3.6,40.7,26,26,100,395,215,185
2479115,3,"Sainte-Anne-du-Lac, MÉ",575,55.5,1.8,36.2,32.7,32.7,105,480,235,230
2479902,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2479904,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2479906,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2479910,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2479912,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2479914,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2479916,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2479920,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2479922,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2479924,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2479926,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2480005,3,"Fassett, MÉ",430,56.9,34.5,41.9,22.6,22.6,65,360,200,160
2480010,3,"Montebello, MÉ",985,52.6,114,42.3,16.1,16.1,205,785,390,390
2480015,3,"Notre-Dame-de-Bonsecours, MÉ",300,54.2,1.1,38.5,18.6,18.6,60,240,130,120
2480020,3,"Notre-Dame-de-la-Paix, MÉ",650,49.7,6.1,42.1,24.2,24.2,155,495,260,240
2480027,3,"Saint-André-Avellin, MÉ",3750,51.2,27.2,42.4,20.2,20.2,900,2855,1375,1495
2480037,3,"Papineauville, MÉ",2100,48.8,34.3,42.9,16,16,505,1590,785,805
2480045,3,"Plaisance, MÉ",1090,47.8,30.1,41.1,14.9,14.9,275,825,430,400
2480050,3,"Thurso, V",2820,39.8,449,42.5,17.8,17.8,840,1975,960,1015
2480055,3,"Lochaber, CT",415,43.9,6.8,43.9,14.5,14.5,115,305,165,145
2480060,3,"Lochaber-Partie-Ouest, CT",855,41.6,14.9,44.7,8.1,8.1,240,610,325,315
2480065,3,"Mayo, MÉ",605,48.4,8.2,45.3,10.8,10.8,140,455,245,220
2480070,3,"Saint-Sixte, MÉ",465,47.5,5.5,43.9,16.1,16.1,120,355,185,160
2480078,3,"Ripon, MÉ",1545,53.6,11.7,41.7,12.4,12.4,320,1230,620,615
2480085,3,"Mulgrave-et-Derry, MÉ",370,55.8,1.3,44.3,13.7,13.7,55,315,165,155
2480090,3,"Montpellier, MÉ",985,58.1,4,40.4,21.4,21.4,145,835,440,400
2480095,3,"Lac-Simon, MÉ",945,59.6,9.7,37.8,15.5,15.5,135,825,425,385
2480103,3,"Chénéville, MÉ",765,53.5,11.4,43.3,26.4,26.4,145,625,295,325
2480110,3,"Namur, MÉ",570,54.2,10.1,38.6,28.2,28.2,115,465,245,215
2480115,3,"Boileau, MÉ",335,57.8,2.5,42.6,22.4,22.4,50,280,145,135
2480125,3,"Saint-Émile-de-Suffolk, MÉ",475,54.6,8.4,41.1,28.7,28.7,90,400,210,185
2480130,3,"Lac-des-Plages, MÉ",430,58.4,2.8,38.8,20.9,20.9,70,365,170,175
2480135,3,"Duhamel, MÉ",430,62.8,1,40.7,17.6,17.6,30,395,225,180
2480140,3,"Val-des-Bois, MÉ",865,58.4,3.8,41.3,17.9,17.9,110,745,385,365
2480145,3,"Bowman, MÉ",660,56.4,5.1,35.9,24,24,95,570,290,260
2481017,3,"Gatineau, V",276245,39.2,805.8,43.3,13,13,84475,191775,91315,100460
2482005,3,"L'Ange-Gardien, MÉ",5465,41.4,25,43.9,6.3,6.3,1695,3770,1920,1845
2482010,3,"Notre-Dame-de-la-Salette, MÉ",730,51.5,6.3,37.6,16.6,16.6,155,575,295,275
2482015,3,"Val-des-Monts, MÉ",11580,40.2,26.2,44,7.7,7.7,3440,8150,4230,3900
2482020,3,"Cantley, MÉ",10700,38.1,83.4,43.6,4.6,4.6,3610,7095,3635,3450
2482025,3,"Chelsea, MÉ",6905,44.8,60.7,42.7,5,5,2180,4725,2370,2345
2482030,3,"Pontiac, MÉ",5850,41.9,13.1,44,11.3,11.3,1725,4115,2125,1985
2482035,3,"La Pêche, MÉ",7865,46.1,13.4,43.5,12.7,12.7,2005,5855,2915,2935
2483005,3,"Denholm, MÉ",505,52.8,2.8,40,16.8,16.8,100,400,220,190
2483010,3,"Low, CT",985,51.5,3.8,42.1,18.8,18.8,205,775,405,375
2483015,3,"Kazabazua, MÉ",945,50.6,5.4,37.1,29.1,29.1,220,730,395,335
2483020,3,"Lac-Sainte-Marie, MÉ",570,58.4,2.7,39.8,20.4,20.4,90,480,260,225
2483032,3,"Gracefield, V",2460,52.4,6.4,41.1,27.7,27.7,550,1910,960,950
2483040,3,"Cayamant, MÉ",820,55.2,2.1,40.2,23.8,23.8,145,670,340,340
2483045,3,"Blue Sea, MÉ",640,56.5,8.6,41.8,14.1,14.1,105,535,270,265
2483050,3,"Bouchette, MÉ",730,52.4,5.9,39,17.7,17.7,155,565,280,290
2483055,3,"Sainte-Thérèse-de-la-Gatineau, MÉ",520,56.6,8.5,41,13.5,13.5,75,440,225,205
2483060,3,"Messines, MÉ",1605,50.8,14.4,40.3,17.9,17.9,340,1265,630,635
2483065,3,"Maniwaki, V",3855,52.4,644.3,41.1,31.4,31.4,855,3005,1365,1625
2483070,3,"Déléage, MÉ",1850,50.4,7.4,41.6,22.7,22.7,410,1445,750,700
2483075,3,"Egan-Sud, MÉ",505,49.9,10,43.2,11.9,11.9,125,380,195,180
2483085,3,"Bois-Franc, MÉ",420,47.7,5.8,39.7,15.5,15.5,110,305,165,145
2483088,3,"Montcerf-Lytton, MÉ",635,51.5,1.8,38.2,25.4,25.4,145,495,265,235
2483090,3,"Aumond, CT",755,53.3,3.5,37.7,22.7,22.7,155,595,310,295
2483095,3,"Grand-Remous, MÉ",1160,52.2,3.3,39.3,26,26,245,925,485,430
2483802,3,"Kitigan Zibi, IRI",1220,35.9,7.1,34.2,0,0,480,750,330,415
2483804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2483902,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2483904,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2483906,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2483908,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2483912,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2484005,3,"Bristol, MÉ",1035,50,5,43.3,21.7,21.7,265,770,395,380
2484010,3,"Shawville, MÉ",1585,50.1,294.5,41.9,21.9,21.9,410,1170,515,665
2484015,3,"Clarendon, MÉ",1255,51.4,3.8,43.2,21.1,21.1,290,965,510,465
2484020,3,"Portage-du-Fort, VL",230,49.2,55.3,43.7,x,x,60,170,90,80
2484025,3,"Bryson, MÉ",695,47.4,190.8,43,18,18,180,525,250,265
2484030,3,"Campbell's Bay, MÉ",745,49.1,209.4,38,21.3,21.3,205,550,250,305
2484035,3,"L'Île-du-Grand-Calumet, MÉ",630,56.8,4.7,42.6,24.8,24.8,105,525,275,260
2484040,3,"Litchfield, MÉ",455,49.9,2.3,44,17.6,17.6,115,350,180,165
2484045,3,"Thorne, MÉ",445,56.2,2.6,39.1,25.8,25.8,80,370,195,165
2484050,3,"Alleyn-et-Cawood, MÉ",175,59.2,0.5,37.3,x,x,20,150,80,70
2484055,3,"Otter Lake, MÉ",930,53,2,38.6,31,31,200,735,370,355
2484060,3,"Fort-Coulonge, VL",1435,46.2,462.4,38.7,22.9,22.9,400,1025,500,550
2484065,3,"Mansfield-et-Pontefract, MÉ",2285,47.1,4.8,42.6,15.5,15.5,635,1655,805,845
2484070,3,"Waltham, MÉ",375,50.2,1,42.2,20,20,90,290,150,140
2484082,3,"L'Isle-aux-Allumettes, MÉ",1335,50.6,7.2,39.9,20.2,20.2,340,1005,520,485
2484090,3,"Chichester, CT",330,52,1.5,38.2,23.1,23.1,70,250,130,120
2484095,3,"Sheenboro, MÉ",140,55.4,0.2,41.1,x,x,25,120,65,55
2484100,3,"Rapides-des-Joachims, MÉ",155,51.7,0.6,35.9,x,x,25,120,70,45
2484902,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2485005,3,"Témiscaming, V",2435,45.6,3.4,42.7,13.5,13.5,705,1720,845,875
2485010,3,"Kipawa, MÉ",515,49.5,14.1,41.2,12.7,12.7,130,390,200,170
2485015,3,"Saint-Édouard-de-Fabre, PE",630,44.4,3.3,41.5,12.7,12.7,175,455,235,215
2485020,3,"Béarn, MÉ",690,46.2,1.4,42.6,15.9,15.9,180,510,255,245
2485025,3,"Ville-Marie, V",2585,50.9,442.8,40.2,14.9,14.9,600,1975,900,1080
2485030,3,"Duhamel-Ouest, MÉ",880,48.6,9.6,38.8,5.1,5.1,225,670,330,325
2485037,3,"Lorrainville, MÉ",1270,44.5,14.5,41.5,14.7,14.7,365,900,435,450
2485045,3,"Saint-Bruno-de-Guigues, MÉ",1155,41.1,9.2,42,11.9,11.9,365,775,390,395
2485050,3,"Laverlochère, MÉ",675,42.8,6.4,43.2,13.3,13.3,210,475,225,235
2485055,3,"Fugèreville, MÉ",325,46.5,2.1,38.9,18.5,18.5,85,240,130,120
2485060,3,"Latulipe-et-Gaboury, CU",295,53.1,1.1,35.4,27.1,27.1,60,225,145,105
2485065,3,"Belleterre, V",315,47.4,0.6,32.5,30.6,30.6,90,225,130,100
2485070,3,"Laforce, MÉ",230,38.8,0.5,29.9,x,x,80,155,70,70
2485075,3,"Moffet, MÉ",185,56.9,0.5,38.6,x,x,30,160,95,75
2485080,3,"Angliers, VL",305,51.9,1,40.3,16.7,16.7,60,230,125,115
2485085,3,"Saint-Eugène-de-Guigues, MÉ",465,38.7,4.2,40.7,14,14,145,320,170,155
2485090,3,"Notre-Dame-du-Nord, MÉ",1050,49.9,14.1,38,21.7,21.7,255,785,395,400
2485095,3,"Guérin, CT",320,39.8,1.7,40.6,17.2,17.2,100,210,115,110
2485100,3,"Nédélec, CT",355,48.9,1,41.4,22.5,22.5,90,275,140,135
2485105,3,"Rémigny, MÉ",280,52,0.3,38.5,19.6,19.6,55,220,115,115
2485802,3,"Kebaowek, IRI",275,45.9,1017.5,37.6,0,0,65,215,110,100
2485803,NA,NA,NA,NA,8.2,NA,NA,NA,NA,NA,NA,NA
2485804,3,"Winneway, S-É",105,49.5,336,46.5,x,x,25,90,30,35
2485806,3,"Timiskaming, IRI",540,32.9,29.2,38.8,0,0,225,320,150,175
2485905,3,"Laniel, NO",85,64.8,0.2,28,x,x,5,80,30,40
2485907,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2486042,3,"Rouyn-Noranda, V",42335,41.9,7,41.7,12.7,12.7,12200,30140,14975,15165
2487005,3,"Duparquet, V",670,50.9,5.4,37.1,18,18,150,525,265,250
2487010,3,"Rapide-Danseur, MÉ",325,45,1.9,40.6,10.9,10.9,85,230,130,115
2487015,3,"Roquemaure, MÉ",395,47.8,3.3,40.4,20.3,20.3,110,295,145,125
2487020,3,"Gallichan, MÉ",465,47.9,6.3,41.8,11.7,11.7,125,340,170,180
2487025,3,"Palmarolle, MÉ",1410,44.9,11.9,40.9,10.8,10.8,410,995,520,485
2487030,3,"Sainte-Germaine-Boulé, MÉ",985,40.6,8.9,43,13.8,13.8,305,685,345,345
2487035,3,"Poularies, MÉ",680,38.7,4,37.3,14.7,14.7,225,455,245,205
2487042,3,"Taschereau, MÉ",965,44,3.8,37.4,19.3,19.3,270,705,355,330
2487050,3,"Authier, MÉ",265,46.5,1.9,35,18.5,18.5,95,170,90,80
2487058,3,"Macamic, V",2750,45.8,13.6,40.6,10.4,10.4,770,1980,985,990
2487070,3,"Sainte-Hélène-de-Mancebourg, PE",375,45.2,5.4,47.2,10.8,10.8,100,275,155,135
2487075,3,"Clerval, MÉ",370,53.4,3.7,43.4,17.6,17.6,75,310,160,140
2487080,3,"La Reine, MÉ",340,47.9,3.5,38,17.6,17.6,85,255,145,125
2487085,3,"Dupuy, MÉ",930,40.9,7.6,39.4,10.2,10.2,285,655,350,310
2487090,3,"La Sarre, V",7280,48.2,49,40.3,16.7,16.7,1880,5410,2610,2810
2487095,3,"Chazel, MÉ",285,45.3,2.2,39.5,12.1,12.1,75,220,125,100
2487100,3,"Authier-Nord, MÉ",300,42.7,1.1,38.1,15,15,90,210,110,100
2487105,3,"Val-Saint-Gilles, MÉ",155,51.1,1.4,42.7,x,x,40,125,65,60
2487110,3,"Clermont, CT",495,42,3.1,44.5,10.1,10.1,145,340,195,150
2487115,3,"Normétal, MÉ",805,47,14.5,39.2,27.5,27.5,220,595,290,290
2487120,3,"Saint-Lambert, PE",195,51,1.9,32.4,x,x,45,150,80,65
2487902,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2487904,3,"Rivière-Ojima, NO",85,54.5,0.2,43.7,x,x,15,70,45,30
2488005,3,"Champneuf, MÉ",120,48.9,0.5,42.1,x,x,25,90,40,40
2488010,3,"Rochebaucourt, MÉ",130,51.9,0.7,43.8,x,x,25,100,50,55
2488015,3,"La Morandière, MÉ",210,52.6,0.5,35.4,x,x,45,170,85,85
2488022,3,"Barraute, MÉ",1970,44.9,4,39.8,19.8,19.8,535,1435,715,705
2488030,3,"La Corne, MÉ",720,40.4,2.3,44.8,8.3,8.3,220,495,260,230
2488035,3,"Landrienne, CT",965,39,3.5,43.6,6.7,6.7,290,685,335,350
2488040,3,"Saint-Marc-de-Figuery, PE",835,38.6,10.2,41.8,11.4,11.4,280,555,290,275
2488045,3,"La Motte, MÉ",450,47.6,2.6,38.7,13.2,13.2,120,335,185,145
2488050,3,"Saint-Mathieu-d'Harricana, MÉ",740,39.1,6.9,40.8,4.7,4.7,215,525,275,250
2488055,3,"Amos, V",12820,44,29.8,41.6,12.1,12.1,3585,9235,4435,4795
2488060,3,"Saint-Félix-de-Dalquier, MÉ",940,37.8,8.3,43.9,10.6,10.6,300,640,320,310
2488065,3,"Saint-Dominique-du-Rosaire, MÉ",450,42.3,0.9,39.1,7.8,7.8,140,310,165,150
2488070,3,"Berry, MÉ",540,37.7,0.9,39.3,13.9,13.9,175,355,200,160
2488075,3,"Trécesson, CT",1225,45.7,6.2,40.6,5.8,5.8,340,885,460,420
2488080,3,"Launay, CT",215,50,0.8,42.7,x,x,40,170,95,75
2488085,3,"Sainte-Gertrude-Manneville, MÉ",785,40,2.5,41.9,11.5,11.5,245,550,280,260
2488090,3,"Preissac, MÉ",835,49.5,1.9,41.1,4.2,4.2,165,660,370,290
2488802,3,"Pikogan, IRI",540,28,539.7,36.9,0,0,255,295,130,155
2488902,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2488904,3,"Lac-Chicobi, NO",140,47.5,0.2,34.5,x,x,35,100,45,50
2489008,3,"Val-d'Or, V",32490,42.5,9.2,41.8,12.2,12.2,9165,23335,11650,11670
